star_score,review
2,여기 평점이 다 스포네...영화는 괜찮았음...개인적인 경험으로 썸머도 톰을 좋아하긴 했지만 결혼할만큼 좋아하지는 않았다고 봄...헤어지게 된 이유를 톰이 제공했다고 하지만 그건 별개의 문제임...나도 비혼주의라서 ...
2,둘의관계가 너무 답답했고.... 자신만을 알아봐주기를 바라는 톰과 많이 좋아했지만 점점 지쳐만 가는 썸머를 보면서 어쩜 이리 답답할수가 있을까 라고 싶고 .. 그렇지만 톰이 깨닫는 모습을 보고 아주 조금 맘이 놓였다...
2,가볍게 보기 좋은 영화 이 영화를 보고 썸머를 욕하는 사람들은 같은 영화 본 거 맞죠? 
2,어쩌면 내가 사랑하고 있는 사람은 내 머릿속에서 만든 사람은 아닐까 단면적인면만 보고선 절대 사랑이란건 할 수 없다는걸 깨닫게 된 영화 
2,아프다~ 아직 나의 썸머도 내가슴 한켠에서 ~~ 그래도 다시 사랑하고 싶다~~ 또다른 썸머와~~~~♡ 
2,평범한 이야기를 평범하지 않게 전개한 구성이 신선하고 즐겁다. 좋은 영화를 보고 난 이후의 기분은 보람있고 뿌듯하다 ^^ 
1,그 '우연'은 매번 그렇게 '우연히'이쁜거니? 
1,여운은 남는데 답답한 느낌 
2,"10년 후, 2018. 12. EBS를 통해 다시 보다.그 땐 몰랐던, 새로운 느낌이 든다.좋은 작품은 다시 보면...뭔가 다른게 보인다. 마크 웹의 데뷔작이었다. 그 때의 이케아, 영화 속 이케아와지금 대한민국의 ..."
2,할리우드계의 최강희 썸머 
2,썸머가 이해안된다는 사람들 진심인가? 한번봤는데도 이해되는구만 
1,톰은 너무 순수 했기에 일방적이 었고 썸머는 자신만의 철학을 가장 했지만 결국 평범한 여자였기에 상대방이 자신을 이해해주고 공감하길 바랬다..허나 톰은 순수 했기에 공감하는 법에 서툴렀고 썸머는 평범했기에 상대가 알...
2,톰과 썸머 둘에게 내 모습이 보였다. 나는 그저 나를 정말 좋아해주는 사람일뿐이었던 남자와 헤어지고 영혼이 통한다고 생각이 드는 사람과 사랑을 했고 헤어지고 아팠다. 그리고 다시 누군가와 사랑에 빠지고  헤어졌다. ...
1,음 봤는데 평점은 우선7점 / 썸머의 입장이 이해는된다. 그치만 안타까웠던 점은 친구끼리만의 행동이라고는 할수없는...키스도 그것도..톰은 썸머와의 애인관계가 되길원했고 썸머는 친구가되길원했지만 행동이 그렇지않았지남...
2,전 여친에 대한 생각을 내려놓게 만드는 영화 
1,"재미있는 영화이지만 영화를 보고나서 불편한 마음이 드는것은 왜일까? 운명을 믿던 사람은 현실로, 현실을 믿던 사람은 운명으로 뒤바뀌는 영화. "
1,솔직한 찌질함. 그러나 뭔가 아쉽다 
1,독특한 구성 재미는 별로 
2,그래 그렇게 빛나던 여름이 서늘해지더니 낭만적인 가을이 성큼 미소지으며 다가 왔다. 
2,또 다시 상처받을 한번의 가을 
2,톰과 썸머의 솔직한 이야기썸머의 입장을 이해해보도록 하자 
2,어찌보면 톰의 인생에 있어서 길고 긴 500일이 지나고 새로운 계절을 맞이하게 된다. 
2,적극적인 여성이다 이런 예쁜 여자가 이런 행동을 보이다니 남주는 복 받았던거다 500일 되어서 보니 사람이 바뀌었군 인생이 그런건가 보다 
1,"영화의 여주인공은 썸머였지만, 톰의 인생의 여주인공은 썸머가 아니었습니다. "
1,진솔함이 필요해지는 영화 
2,모쏠들이 꼭 봐야할 로맨스 영화 
2,두번 보세요 강추합니다 
2,언제봐도 십점 만점에 십점 
1,내나이 37살이지만 나도 아직 톰처럼 사랑을 잘 모르겠다 
2,여러번 보면 느낄 수 있다 
2,너무 재밌어요 짱짱맨 ~~~ 
2,내가 사랑하는 영화. 하지만 아직은 썸머의 행동이 완전히 이해는 안 된다. 
2,재미있게 영화를 보고 드는 생각은결국 결혼할 인연은 따로 있다는 것그 누구도 잘못한 사람은 없다 후회없이 사랑했으면 ok 
0,호구들을 위한 영화~~~~ 
2,오라질 써머가 지나가면 감성풍만 어텀이 온다. 
2,"처음, 두번째, 세번쨰 ... 볼 때 마다  달라서 좋음.  생각할 수 있는 영화 "
2,"그녀를 사랑하는 마음만 가지고 되는줄알았다. 허나 난 그녀가 원하게 무엇인지, 관심사가 무엇인지에대해 알려고 노력하지않았다. 그리고 그녀는떠낫다. 톰을 보며 내모습이 떠올랐고 썸머를 보면 그 녀가 떠올라 나의 부족함..."
2,연애에 고민하고 있는 사람들이 많은 걸 캐치한 CGV입니까?500일의 썸머 재개봉은 신의 한수였다고 생각합니다. 
2,"인생영화. 극장상영할때 많이 봐두려고 또갑니다..세번을 봐야 알 수 있는 영화같아요.처음 볼땐 썸머가 이상하게보였고, 두번 봤을땐 썸머가 어느정도 이해가 됐고 세번봤을때 비로소 알 수 있었어요..톰 이 겁쟁이 녀석...."
2,세번보니 썸머도 톰도 이해된다 
2,"톰도 좋아했고 썸머도 좋아했고. 첫사랑이라면 주는사랑 맞춰주는행복을 전혀몰라서 그동안 책으로, 영화로..간단한 문구로 밖에 알수없었을테니까 어쩔수없이 실수하게된다. 처음부터 맞춰줄수있었다면 더 순조로웠을수도있지만 더..."
2,정말 사랑할 수 밖에 없는 영화다. 
2,와..이게 재개봉을 하다니 ㅋㅋ 꼭 보러가야겠네요. 극장에서 다시 보고 싶었는데 
2,가을이 오기전 우리가 겪는 여름 
2,"나도 누군가에게 썸머였다. 반드시라는 건 없고 썸머가 결혼을 한것처럼 무슨일이든 어쩌다가 일어나버린다. 운명인줄 알았던 사랑을 놓친 사람들에게 위로가 될만한, 추천하고 싶은 영화 "
2,아직도 톰의 입장에서만 이해가 됨영화를 곱씹어 봐야 썸머를 이해할 수 있으려나 
1,"썸머가 왜 그랬는지, 이 영화가 무엇을 말하고 싶은지도 알겠지만 톰이 썸머가 링고스타를 좋아하는이유에 대해 깊이 묻지 않았던것처럼 썸머도 톰에 대해 일방적으로 자신의 생각을 가지고 톰을 평가한것처럼 느껴졌다. "
2,"이별 일주일차입니다. 정말 죽을 거 같았는데, 이 영화 덕분에 마음이 한결 편안해지네요. 그녀와는 운명이 아니었을 뿐. "
1,발암연출이 보여주는 미학 
2,"나 꿍꼬또 레빗 꿍꼬또, 나 꿍꼬또 썸머 꿍꼬또 "
1,똑같은 얘기도 어떻게 말하냐가 중요하다는 걸 알려준다. 
1,모르겠다. 별로 와닿지않네 
2,썸머보다 오텀이 더 나이스하네. 전화위복이란 이런 것인가..^^ 여자지만 톰에 빙의돼서 봤다. 난 조셉같은 남자면 운명이니 인연이니 막 갖다붙이겠구만..ㅋ 
2,"전. 이런 연애를 해보았습니다. 주인공들의 감정이 하나하나 이해가 되더군요, 일단 썸머나쁜년 "
2,남자친구와 헤어지고 한달이 된 지금 이 영화를 처음 보았습니다. 처음엔 썸머를 욕하다가 썸머의 마음을 이해하고나서는 톰을 욕했습니다. 그러자 갑자기 나는 그사람에게 톰이었을지 썸머였을지 많이 고민하게 되더라구요. 정...
2,남자로써 느낀다   여자의마음은 남자가 만들어야할과제다 
2,나한테 올인했던 그 남자가 톰과 비슷해서 썸머한테 너무 공감이된다. '나'를 좋아했던건지 연인이라는 '환상'을 좋아했던건지... 다만 톰은 헤어지고 성장했지만 그사람은 여전히 내 뒷담화나...
2,정말 사랑했던 여자친구와 헤어지고 나서 찔찔짜며 본 영화라서 인상에 깊이 남네요..에혀 
2,레빗의 발견  +_+  사랑은 또다시 올테니까 
2,썸머는 자기가 꿈꾸는 사랑을 기다렸고  톰은 자기가 생각하는 사랑을 했음 
2,what is love 
2,어느 누구에게나  여름은 있다.. 나에게도 여름이 있었고.. 여름이었다는 것을 알 수있었던건 가을이 왔기 때문이다. 
2,영화자체도 정말재밌고 연출도 최고그리고 주이디샤넬은 더최고로이쁜영화 
2,난 왜 썸머를 이해하지? 확실한건 썸머는 단순한 여자가아니다 매우섬세하고 생각많고 복잡한여자이런여자 찾기도힘든거같다 
2,격하게 공감하고 난 뒤 마지막에는 희망까지 주는 영화. 새출발이 필요할 때 보면 좋을듯 
2,뭔가 마음이....자꾸 마음이 
2,내생의 최고의 영화!!! 
2,경험으로 완성되는 영화 
2,"기억은 시간순이 아니다. 시간순이 아닌 기억의 순서대로 따라가는 편집을 통해 소소한 연애담을 놀랍게 만들어낸 훌륭한 로멘틱 코미디... 썸머에게는 싸대기를, 탐에게는 심심한 위로를 하고 싶다. "
2,방금 봤는데 톰 때문에 마음이 아파ㅠㅠ 
2,bbbb말할것도없ㅇㅁ 
2,너무도 아름답고 소중했고 전부였던 Bitch 
2,왜 조셉 고든 레빗은 저 주근깨 가득한 빨강 머리앤 같은  그렇다고 성격이 좋은 것도 아닌 썸머에게 저렇게 빠져 들었을까 하는 것 내가 좋아 하는 배우 조셉 고든 레빗이! 
2,운명을 기다리는 남자에게 운명은 없다 
2,연출 방식이나 기법등이 매우 신선해서 더 끌렸다. 여자들에게 모성 본능을 자극시키는 조토끼의 연기력 또한 귀여웠고 주이 디샤넬의 미모 또한 빛을 발했다. 중간에 나온 뮤지컬에선 나도 흥이 날 지경. 
2,썸머와 이별한 톰이 너무너무 슬퍼서 썸머와의 500일이 새로운 1일로 탈바꿈 됬음에도 그 감정이 남아있더라 
2,운명은 내가 만드는거야 
2,중반까지는 분명 9점 줘야지 하고 있었는데.. 결말을 보니 10점을 누르지 않을 수 없었습니다. 참 매력적인 정말 매력적인 영화에요. 저에게 조고레의 BEST는 이 작품으로 남아 있을 듯.  귀여운 주디와 조고레.....
2,운명과 필연적인 만남이 아닌 우연이라도 지금 내옆에 있는 사람을 운명적인상대로 생각하고 사랑해야겠다! 
1,"섹스가 목적인 남자나, 사랑 받기만을 원하는 여자나 어느 한쪽이 더 또는 덜 나쁘다고 생각하지 않는다. "
2,이 영화속의 사랑은 꽤 복잡한것같다. 뒷맛이 씁쓸하다...달콤하기만한 가식덩어리 로맨스가 아니라서 좋다. 
2,"OST,스토리라인,영상미,구도,색감,연기,구도,촬영지 모든 것이 좋은 영화 "
2,운명이란것은 없다 ! 우연은 항상 일어나는것이다. 
1,좋은 영화다 실제로 경험해보지 못했으면.마지막말은 다 맞는말이지만 영화처럼 쉽게 상처가 낫진 않는다. 연애는 영화와 같지만 한가지가 빠졌다. 썸머의 자신의 행동에 대한 진심어린 사과. 행동의 결과는 결코 가볍지많은 ...
2,로맨틱 코미디를 가장한  성장영화.그 한가운데 사랑이 있다!! 사랑을 통해 인생을 배우고 그래서 또 사랑하고 그래서 성장하고 성숙하고!! 유쾌하고 속이 꽉 찬 매력적인 영화!! 
2,현실적연애의 대표영화! 영화=현실 
2,사랑을 믿지 않는 사람도 결국에는 사랑에 빠진 자신을 보게 된다 
2,"이 영화가 너무 좋다. 배우가 좋고, 음악이 좋고, 무엇보다 중요한 스토리 라인... 참 현실적이고 공감 간다. 시간을 오가는 구성은 이 영화를 처음 보면서 미쳐 발견하지 못한 부분을 다시 볼수록 깨닫게 하고 더욱 ..."
2,"우연과 사랑, 그리고 운명에 대해 많은 것을 배우게 한 영화... 참으로 아름다운 여름이었고, 그 뒤로 더욱 아름다운 가을이었다. "
2,주저하면 잃는다노력 없이는 행복해 질 수 없다 
0,별루 
2,조셉 고든-레빗과 주이 디샤넬의 매력을 제대로 느낄 수 있다!!!! 
0,이 영화가 왜 이렇게 유명하고 평점이 높은지 모르겠다. 보면서 졸려 죽는 줄 알았네 
2,"배우자의 연기와 감성,붐위기의 조화가 정말.. 영화로서 잘만듬과 동시에 재밌어요. 다시보고싶은 영화중에 하나. "
2,이별한 사람들이 보면  좋을 듯 
2,처음에 썸머가 잔인하게만 느껴지고 이해할수없었지만 세번네번 다시보면서 그녀의 태도를 이해할수있게 되었다사랑과운명에대해 생각해볼수있는 유쾌한영화^^ 
2,"계속보게 되는 사랑영화, 다른 뻔한 로맨스물과는 다른 조금 씁쓸하기도 한 영화! 주이 디샤넬이 너무 이쁘게 나와서 진짜 빠져서봤당 ㅎㅎ "
2,"여자를 욕하는 사람들은 아직 진정한 연애를 해보지 않은 사람들 아닐까? 우리는 모두 톰이기도 하고, 썸머이기도 하다. 그래서 더욱 더 공감가는 영화. "
2,연출도 너무 좋구 주인공들도 넘 매력적이구  재밋었어용^^ 
2,사랑하고 이별하고 아파하고 치유하는 이야기. 배우들도 너무 좋다. 
2,"음악,연출,배우,소장가치10점, This is the story boy meets girl~ "
2,욕먹는 썸머 덩달아 욕먹는 주이 ㅋㅋ 
1, 너무 별루..배우도 짜증스럽고 
0,별거 없어요. 
0,새로 만난 언니가 더 매력적이긴 했어 심하게 차이고 이상형을 만났지만 겪어봐야알지 
2,음악도최고 스토리도최고 전개도최고 배우도최고 명작임 
2,"스토리, 음악, 배우 어느 하나 빠질게 없는 멋지고 재밌는 영화^^ 여러번 보게됨.. "
2,안정적인 이야기의 흐름과 연출이 좋다. 배우들의 연기도 굿 
2,"옛날 내모습은 썸머, 현재 내모습은 탐~ "
2,주이 데샤넬 덕에 본 영화...재미도 있었고 왠지 가슴도 아프고.생각하게 만드는 영화 
2,썸머에게 톰은 운명이 아니였던거죠 ㅋㅋ 
2,ㅅㅂ 주이 넘이쁘다 
0,재미없다 진짜 ㅉㅉ 남자주인공도 구리고 
2,재밌네여 쥬이디샤넬 매력적이에여 정말 ㅜㅜ 
2,쥬이디샤넬노래실력대단대단~~~그녀가 부른 슈가타운 노래 굿굿굿~~~~ 
0,정말 재미없었다.이러니 한국 영화를 보지 않는 듯 싶다~~실망이여 
0,내돈 돌려줘..중간에 나왔음/..몰입도 안되고...지루하고...재미없고...으.. 
0,"현실적인 멜로 달콤한 로맨스, 어느것하나 만족스럽지 못하다 "
2,섬머의 눈에띄게 보이는 사랑에대한 방어기재. 곱게기르고 집착하던 머리를 단숨에잘라버리는 섬머...섬머의마음이슬프다..외로움이 많은 섬머를 이해하고 포용하기에 톰은 그저 핫한여자를 만나 들뜬 철없는 남자일뿐. 영화를 ...
2,내 인생 두번째로 최고인 영화 
2,가슴이 찢어진다... 
2,"이 영화를 보고 톰을 비난할 수 있을 때, 비로소 성숙한 연애를 할 준비가 되었다 "
1,결말이 시사하는 바가 있긴 하지만 전반적으로 내용은 지루했다. 
1,그래서 무슨말을 하고 싶은건지 참 
2,OO같고 찌질한 톰의 성장드라마. 불쌍한 썸머. 덕분에 운명같은 사랑도 만나게 되었다. 
2,톰이 썸머에게 자기만의 사랑을 강요했다고 하더라도둘이 같이 결혼식 갔을 때 춤은 왜 같이 추냐? 꼭 그래야만 했냐!!!! 
1,계속 암걸린듯이 보다가 마지막에 여자가 항암치료해줌 
2,난 열번도 넘게 봤어. 그냥 봐. 한번으론 부족할껄 
2,"나 같이 순수한 사랑을 꿈꾸는 얼간이는,  이 영화가 사실이라면 평생 혼자 늙어 갈 것 같다. "
2,"단지 넌 나와 함께였을 때 너의 누군가가 나임을 깨닫지 못했던 걸까? 아니면 그저 너의 누군가는 내가 아니라는, 그 한마디를 건네지 못했던 걸까? "
0,"열받는영화,,사랑이 현실이라는걸 다 아는데 영화에서도 현실타령이네,절대 사랑은 아름다운것이 아니다,상품처럼 이것저것 상대방 재는것 추하고 역겨운게 현실이라는걸 보여준거라면 성공 "
0,아 내레이션 초반에 사랑이야기 아니라메 인터넷도 안찾아보고 믿고 봤는데 사랑이야기 맞네ㅡㅡ 짱나네 난또 무슨 반전이 있는줄 알았구만 
0,500지워지고 다시1부터시작ㅋㅋㅋ 평생 무한반복 그래서1점준다 
0,썸머때문에 빡침 
0,허영과 오만이 가득한 최악의 영화 
1,내일은 내일의 인연이 떠오른다? 요즘은 영화조차 낭만이 없어 씁쓸하네요.. 
2,썸머가sugar town을 부를때 탐의 사랑스러운 눈길에 나도 행복해 져버렸다^^ 
0,7점 후반대가 적당함.. 
1,"영화는 볼만하네요ㅋㅋ근데 섬머라는 여주인공 정말 이해 할 수 없네요;;;장난하는것도 아니고...저러지말라는 교훈도 주고 깨달음도 주는거 같네요 아마 양심에 찔리시는분 있을듯ㅋㅋ그리고 마지막에 남주인공 ""행복하..."
2,솔로가 봐도 외롭지 않은 로맨틱 영화. 진부하지 않아 좋다 
0,별로.. 여자애가 짜증나서 불편했던영화 
0,연애에 대한 환상에 빠져 있는 감독의 엄청난 착각에 의해 탄생한 영화. 
1,"썸머가 나쁜 년이다, 난 안 믿을란다 "
0,정말 1점도 아까운 영화. 
0,미친듯이 재미없음 평점 왜 높지?.? 
2,호구들을 위한 영화라니 ... 영화를 잘못봐도 제대로잘못봤다. 피해의식만 가득한 사람이거나 남자한테 사랑못받아본 여자일게 분명하다. 이영화는 전적으로 톰의 잘못이다. 조금만 마음문을 열어주면 결혼까지갈수있었을텐데 너...
0,평점에 완전 속았네...장르가 왜 코미디인거지? 진심 개노잼 
0,남자도 찌질하고 여자도 이랬다가 줏대없고 ㅋㅋ둘다 답답함 내 인생 최악의 로맨스 영화 500일 됐다고 했을때 곧 재미없는 영화에서 해방되는거 같아서 가장 행복했다 
0,자기전에 결제해서보는데 진짜 개 빡치네 진짜 화가나서 잠이안오네 야이년아 좋디? 
0,사랑을 해본 사람들만 이해할수있는 이야기. 때문에 난 두번봐도 이해안감 
2,누가 뭐라해도 섬머는 bitch다 
0,외모지상주의를 부각시킨 영화.영화에서 감동적으로 주는 교훈은 딱히없고 그저 예쁜여자가 여우짓하고 톰한테 어장관리하면서 즐기는영화ㅡㅡ 
0,본론과 결론이 엇갈린다.독신주의? 사랑의 진정한의미애 대한 탐구? 운명론? 운명개척론? 연애의 본질과 형태?여자든 남자든 summer같은 사람만 만나지않으면 된다. 
1,"무난한 소재의 영화, 이 영화의 교훈은 그저 그 사람없으면 죽을 것 같더라도 세상은 넓고 물고기는 많으니 정신차려라 정도... 맞는 말이고 지극히 현실적인 영화 "
0,10분 이면 바닥날 스토리로 1시간 40분을 우려먹었으니 이 지루함을 어찌할꼬~철학이니 자아 성찰이니 처씨부리지마라! 
2,여름에서 가을이 가는건 자연스럽듯이가을에서 다시 여름으로 거슬러가는건 이치로나 인간관계적으로나 불가능한 것일까? 
2,사랑의 본질은 배려와 관심 
2,스포일러가 포함된 감상평입니다. 감상평 보기누군가의 뭔가가 되고싶지 않다는 말이 사랑하고 싶지 않다는 것이 아니다. 사랑을 하더라도 나로서 존재하고 싶다는 것이지. 썸머는 톰을 만날 땐 나로서 존재하며 사랑할 수 없는 관계라 느꼈던 게 아닐까. 
2,"남주, 여주 두 사람 입장 모두 이해되니. 너무 슬프다... "
2,"생판 모르는 남을 만나, 그 사람의 세상에 발을 디디며 시야가 넓어진다는 것. 그것만으로도 사랑을 할 가치는 충분하지않을까? 간만에 여러번 볼 가치가있는 영화인 듯 하다. "
0,아니 헤어진 이유는 알겠는데 지인결혼식에서 춤은 왜추고 결국 다른사람이랑 결혼했으면서 마지막에 손은 왜잡냐고 힘들게 
1,스포일러가 포함된 감상평입니다. 감상평 보기썸머는 솔직히 여자친구로서는 진짜 OO이 아닌가 싶어서 톰 업청 불쌍하다 하면서 봤는데 마지막에 아톰이 나올 줄이얔그렇게 여름이 가고 가을에 오는 거군요 가을이와의 연애 응원할게욬 
2,너를 사랑해서 너가 더 미웟어내 맘을 알아주지 않는 너가.. 
2,"네말이 맞았어,그냥..내가 너의 반쪽이 아니었던거야.(그래,그런거지..그래서 그랬던거 뿐이야 누구의 잘못도 아니었어.근데 눈물은 쫌 난다ㅠ.ㅠ) "
2,
2,사랑? 타이밍이 맞아야한다는 것... 그게 사람의 힘으로 되는 게 아니란 것을 아니까... 그래서 운명이라고 외치게 되나보다.. 
1,연애는 현실이 되어야 하나. 
2,다시봐도 사랑스러운영화 
2,남자가 찐따같았다zz 
2,예수님의 은혜를 경험했다 
2,이 영화를 보고 관람객들의 후기를 읽어보지 않았더라면난 여전히 썸머를 가벼운 여자로 기억했을것이다.. 
2,썸머를 완전히 이해할 수 있게 되었을때. 별을 꽉채울 수 있게 될거같다. 부디 그런 날이 오기를.. 
2,"잼있게 봤다. 여자 마음은 참 복잡하지,, 그 복잡이 인생을 즐겁게 하기도 하지,, 때론그 반대이기도 하지만,, "
1,끝일 것 같이 아팠지만 새로운 시작이 또 온다 
2,명작중 대 명작!!! 썸머와 탐의 운명아닌 우연적인 관계 
1,영화 구성이 과거와 현재를 왔다갔다하고 에피소드도 짤막짤막해서 몰입도가 떨어졌지만 색다른 방식이라 지루하진 않았음! 
2,공감대가 잇어서 더 재밋엇다 최고!! 
2,개인적으로 좋았다. 현실적인 정곡을 찌르는 말에 할 말을 잃고말았다. 
2,주인공한테 감정이입해서 보는데 썸머랑 헤어지는 씬에서 슬펐다가 어우틈 만나는 씬 보고 햄보캤다. 어우틈이 더 예뻐서였따. 
2,아마 10달 전에 봤다면 이해 못했을 영화. 
2,인생영화 진짜...ㅎ-ㅎ 
2,결국 사랑은 사랑만가지고는 되지않는다...썸머가 나빠보이면서도 뭔가 이유가 잇겟지는 햇지만...썸머 입장에서 보면 다시한번 달라지는 영화~ 
2,"사랑방식이 다른 남녀의 여운있는 로멘스.보고싶은것만 보고 하고싶은것만 하려했던 이기적인 자신을 발견하면서,어긋난 연애가 누구의잘못으로 치부되기에는 서로의다른 연애관에서 비롯된다는걸 500일이 지난후 여름(썸머)이가고..."
2,"그가 이해못해서 마음을 울리는, 그러나 이해했더라도 마음을 울리게 될 "
2,20대 남자에겐 연애란 수수께끼 지만 대부분의 여자들 에겐 현실임 낭만주의자VS현실주의자 당신의 선택은? 일종의 연애지침서 같다. 재밌었던 고전으로 기억될 듯 
2,"시작할때부터 말하지만 이 영화는 남녀의 사랑 이갸기가 아니라, 남자가 여자를 만나 사랑을 시작하고 끝내는 과정을 그린다. 너무 현실적이지만 동시에 미래에 대한 기분좋은 환상을 심어주며 끝나는 영화 "
2,너무 공감가고 좋은 영화네요 . 썸머와 같은 생각을 가지고 있어서 그런가 톰의 입장이나 썸머의 입장이나 둘 입장이 다 이해가고.. 와중에 나도 결국 썸머처럼 변하게 될거 같다는 생각에 묘한 기분의 영화.톰에게 다가올...
2,보면볼수록 새로운 영화 존나명작 
2,최고의 Not Love 로맨스영화 
2,"전개방식,스토리전개도 좋고 전하고자 하는 메세지가 확실한 것 같아 좋았다. "
2,연애를 하는데 쉽게 헤어지고 연애기간이 짧은 남자가 보면 도움이 될만한 영화  보고도  썸머가 나쁜여자 같다면  또 봐봐 
2,"널 사랑했지만, 널 사랑하지 못했던, 나의 이야기. "
2,남주인공 같은 사람에게 사랑받아보고싶다 
2,남자라면 이영화를 보면 그 누군가 한명은 떠오를꺼 같다.그래 너 XX 
1,많이 예뻐진 헐리웃판 홍상수 
2,너무재밌게봤어요~^^건축학개론에서는 OO이라고 표현했는데마지막까지 행복을 빌어주는 모습이멋졌네요 
2,"구남친, 구여친때문에 힘들어하는 주위사람들에게 권하고싶다. 그만큼 설득력있고, 자연에 순응하게 될거같은. "
2,썸머가 나쁘게만 느껴지는건 내가 을의 연애만 해서일까? 
2,Summer 후 Autumn 을 기다리며... 
2,재밌었어요 여름보단 가을이좋죠 
2,나이가 들어갈수록 여름보단 가을이 좋다 
1,"난 여자인데 일방적으로 좋아하다가 버림받은 남자 주인공이 나같아서,, 썸머가 좀 마음에 안들었지만.. 이별과 사랑에 대해 깨달음과 가르침을 준 영화. "
2,여름이 지나고 가을이 온다. 
2,뜨거운 여름 뒤에 오는 성숙한 가을진짜 러브스토리는 아니네.... 
2,아꿀잼이다 십자십자ㅋ 
2,우리의 정서와는 좀 틀리지만 재밌게 볼수있어요 
2,그렇게 여름이 가고 가을이 찾아온다 ... 
2,최고의 로멘틱코미디 영화 
1,극중 여주인공이 왜이러는지 굳이 궁금하지 않다.. 
2,설렜던 첫 만남 벚꽃이 피던 봄 하지만 아무리 밀어내도 겨울은 결국 오기마련이죠. 사랑의 아픔은 사랑으로밖에 치료할 수 없어요. 썸머는 나쁜 여자가 아니에요. 나쁜건 단 하나 그녀와 제가 인연이 아니란 사실뿐이죠. 
1,솔직히 말해서 우리가 저 상황이었다면 이런 평가를 내릴 수 있을까...내 생각에는 같이 잤을때부터 친구의 선은 넘었다고본다 
2,그리고 조셉은 그녀들과의 이별후에 헌팅의 달인 돈존(Don Jon)이 됩니다 
2,최고의영화...인연은따로잇가 
2,야들야들 한 남자의 사랑 이야기 
2,"몇년전에 보고 다시 봤는데, 그땐 몰랐으나 주인공과 비슷한 일을 겪고보니 정말 와닿는 영화네요. "
1,인연은 우연에서 시작한다... 
2,이 가을(autumn)은 또다시 찾아온다 
0,몰입이 안되는 구성. 뒤죽박죽에 너무나 산만하다. 
2,제 여름은 아직 가질않네요..ㅜㅜ 
2,진짜 나 영화광인데 이건 다섯 손가락 안에 드는 영화 
2,우연히 봤는데 괜찬은 영화였다  수많은 사람들이 오늘도  이별과 새로운 만남을 시작한다  썸머가 왜 떠나갔나 궁금해 할 필요없다 그게 보통의 우리 삶인것이다 
1,깊은 교훈까지 전달하지 못한채 말로만 설명해주는 영화. 시간이 바뀔때의 연출도 허접하고 단순할 뿐. 
2,"말이 필요없다. 왜 이제서야 본건지, 그래도 봐서 다행입니다. 감사합니다 최고의 영화에요~! "
2,"나도 학교에서 어떤 여자아이를 좋아해서 주위에서 항상 지켜보는데 막상 그 여자애는 내가 좋아하고,쳐다본다는 것을 모르겠지그렇다면 누군가도 나를 지켜보고있단걸까? 내가 단지 눈치 채지 못할 뿐 "
2,당신의 잠든 가을을 깨우라. 
2,처음 봤을 땐 남주의 시각이 당연한 것이고 썸머가 완전 이상한 여자로 보였지만 4년이 지나고 다시 보니 썸머가 이해가 된다.나와 꼭 맞는 누군가가 운명처럼 나타나 내 인생이 영화처럼 로맨틱하게 될 거라는 순전히 자기...
1,나도 한번 봐서 그런가 썸머 이상한 여자같이보인다..솔직하게 말을 해야 알지..한번더 봐야 이해가나봐 
2,남자들은 이해할 수 없는 여자들의 속마음 
2,알다가도 모르는게 사랑. 
2,마지막에 깨달음을주는영화 
2,운명은 만들어가는것이다 이영화 보면서 많은것을 깨달았음 
1,플롯 구성이나 배우들로 충분히 흥행가능 난 근데 이걸 연애물이라고 볼 수 있는지가 의문.. 도대체 여자를 이해할수가 없든데..내가 여자임에도 불구하고..그냥 나쁜여잔가 저건 뭐지 왜 저렇게 끝나지~ 그냥 다들 조토끼...
2,난 가끔 500일의 썸머같은 영화를 찾아본다 너무 잘봤던 영화 이런 영화가 많이 나왔으면.. 
2,나 같은 찌질이는 정말 몰입하면서 볼 영화고 많은 것을 느끼게 해줄 영화다ㅋㅋ 
2,남주가 호구일까 여주가 바보일까여주는 진정 행복한 삶을 살게되는걸까남주는 정말 값진 경험을 했기에호구라고 할수 없다 500일동안 저런 비용과 고통을받고 인생이 바뀔수 있다면 해볼만 하다 
2,"보면 볼수록 영화의 진가를 알게된다. 로맨틱한 전개따위는 없다. 현실적인 뻔한 사랑의 과정을 보여준다. 하지만, 시간을 재구성하는 기법으로 연애의 진짜 속성이 무엇인지 메세지를 던진다. 모든 커플이 봐야하는 영화라고..."
1,사랑스러운데 오골지게 작위적이라 헛미소가. 
2,현실적인 해피엔딩... 
2,사랑에 어리숙한 남자들이 한번 쯤 겪게되는 이야기. 
0,15세에 PG-13으로는 좀 과하지 않나? 완전 예측가능. 날짜가 왔다갔다 함. 
2,이렇게 배우고 가는 호구 1명 추가요 
2,평범한 일반 연인들이 사랑을 만들어 나가고 헤어지는 과정을 한치의 과장없이 평범하게 90분이라는 짧은 러닝타임으로 잘 그려낸 영화. 남자 입장에서 만든 영화라서 그런지 남자들이 보면 좋을 영화. 나에게는 언제쯤 이런...
1,운명적 사랑 개나 줘버려... 라는 뜻인가?? 그렇게 밖에 해석이 안되네. 물론 나도 그 의견에는 찬성한다. 보면서 뭔가 씁쓸하고 구리구리한 느낌이었는데 이게 오히려 극적인 드라마 보다 현실을 더 잘 보여주는 것 같...
1,줄거리는좀단조로웠지만결말은신선했습니다! 
